DATETIME,FUND,INSTRUMENT_TYPE,SECURITY_NAME,IDENTIFIER,IDENTIFIER_TYPE,PRICE_FUND,PRICE_REF,DIFF_PRICE_REF
2022-10-31,Catalysm,Government Bond,DEUTSCHLAND I/L BOND 0.1 % 4/15/2046 REGS,BZ0D4B2,CUSIP,181.11,199.221,-18.11099999999999
2022-10-31,Catalysm,Government Bond,KINGDOM OF DENMARK 0.5 % 11/15/2029 144A ,BJK1TG4,CUSIP,104.56,115.016,-10.456000000000003
2022-10-31,Catalysm,Government Bond,UNITED KINGDOM I/L GILT 0.125% 08/10/2031 REGS,BNNGP55,CUSIP,142.8,157.08,-14.280000000000001
2022-10-31,Catalysm,Government Bond,UNITED KINGDOM I/L GILT 0.125% 08/10/2048 REGS,BZ13DV4,CUSIP,217.66,239.426,-21.76599999999999
2022-10-31,Catalysm,Government Bond,TSY INFL IX N/B 0.25% 07/15/2029 ,BK53BD3,CUSIP,121.2,133.32,-12.11999999999999
2022-10-31,Catalysm,Government Bond,TSY INFL IX N/B 2% 01/15/2026,BZ56W67,CUSIP,161.49,177.639,-16.149
2022-10-31,Catalysm,Government Bond,UNITED KINGDOM I/L GILT 1.25% 11/22/2027 REGS,B128DH6,CUSIP,207.04,227.744,-20.704000000000008
2022-10-31,Catalysm,Government Bond,TSY INFL IX N/B 1% 02/15/2048,BFZBGW6,CUSIP,157.01,172.711,-15.701000000000022
2022-10-31,Catalysm,Government Bond,BONOS Y OBLIG DEL ESTADO 4.2% 01/31/2037 144A,B05L4R2,CUSIP,147.12,161.832,-14.711999999999989
2022-10-31,Catalysm,Government Bond,BUONI POLIENNALI DEL TES 2.4% 09/15/2035 144A,B03KSM4,CUSIP,179.28,197.208,-17.927999999999997
2022-10-31,Catalysm,Government Bond,UNITED KINGDOM I/L GILT 2% 01/26/2035 REGS,3179082,CUSIP,308.13,338.943,-30.812999999999988
2022-10-31,Catalysm,Government Bond,UNITED KINGDOM I/L GILT 0.125% 03/22/2068 REGS,BDX8CX8,CUSIP,366.64,403.304,-36.66399999999999
2022-10-31,Catalysm,Government Bond,SWEDEN I/L BOND 0.125 % 06/01/2030 144A ,BLP563,CUSIP,124.27,136.697,-12.427000000000007
2022-10-31,Leeder,Government Bond,AUSTRALIAN GOVERNMENT 2.8% 05/21/2041 REGS,BF5J6P3,CUSIP,107.08,117.788,-10.707999999999998
2022-10-31,Leeder,Government Bond,SWEDEN I/L BOND 0.125 % 06/01/2026,BDCRN33,CUSIP,122.73,135.003,-12.272999999999982
2022-10-31,Leeder,Government Bond,AUSTRALIAN GOVERNMENT 0.8% 11/21/2027 REGS,BF00GK6,CUSIP,119.29,131.219,-11.928999999999988
2022-10-31,Leeder,Government Bond,TSY INFL IX N/B 2.375% 01/15/2027,BYQLTT6,CUSIP,165.86,182.446,-16.585999999999984
2022-10-31,Leeder,Government Bond,UNITED KINGDOM I/L GILT 0.125% 08/10/2048 REGS,BZ13DV4,CUSIP,217.66,239.426,-21.76599999999999
2022-10-31,Leeder,Government Bond,TSY INFL IX N/B 0.125% 07/15/2030 ,BLCGQJ3,CUSIP,120.67,132.737,-12.066999999999993
2022-10-31,Leeder,Government Bond,UNITED KINGDOM I/L GILT 0.125% 11/22/2036 REGS,BYZW3J8,CUSIP,182.37,200.607,-18.236999999999995
2022-10-31,Leeder,Government Bond,TSY INFL IX N/B 2.5% 01/15/2029,BYQLTV8,CUSIP,164.75,181.225,-16.474999999999994
2022-10-31,Leeder,Government Bond,JAPAN (40 YEAR ISSUE) 0.5 % 03/20/2060 ,BMC2Z46,CUSIP,92.64,101.904,-9.263999999999996
2022-10-31,Leeder,Government Bond,BUONI POLIENNALI DEL TES 2.6% 09/15/2023 144A,B1Z5FX4,CUSIP,135.04,148.544,-13.504000000000019
2022-10-31,Leeder,Government Bond,JAPAN (20 YEAR ISSUE) 1.4 % 09/20/2034 ,BQWJS35,CUSIP,114.89,126.379,-11.489000000000004
2022-10-31,Leeder,Government Bond,UNITED KINGDOM GILT 0.625% 10/22/2050 REGS,BMBL1F7,CUSIP,88.21,97.031,-8.821000000000012
2022-10-31,Leeder,Government Bond,UNITED KINGDOM I/L GILT 0.75% 11/22/2047 REGS,B24FFM1,CUSIP,318.09,349.899,-31.809000000000026
2022-10-31,Leeder,Government Bond,UNITED KINGDOM GILT 3.5% 01/22/2045 REGS,BN65R31,CUSIP,146.73,161.403,-14.673000000000002
2022-10-31,Leeder,Government Bond,UNITED KINGDOM I/L GILT 0.125% 03/22/2068 REGS,BDX8CX8,CUSIP,366.64,403.304,-36.66399999999999
2022-10-31,Leeder,Government Bond,TSY INFL IX N/B 3.375% 04/15/2032,2805872,CUSIP,231.76,254.936,-23.176000000000016
2022-10-31,Leeder,Government Bond,FRANCE (GOVT OF) 0.1% 03/01/2026 0.0% 144A,BMY72S2,CUSIP,113.99,125.389,-11.399000000000001
2022-10-31,Leeder,Government Bond,BONOS Y OBLIG DEL ESTADO 1.4% 04/30/2028 144A,BF5F9L8,CUSIP,108.18,118.998,-10.817999999999998
2022-10-31,Leeder,Government Bond,CANADIAN GOVERNMENT 0.5% 09/01/2025,BM97LJ1,CUSIP,97.66,107.426,-9.766000000000005
2022-10-31,Leeder,Government Bond,SWEDEN I/L BOND 0.125 % 06/01/2030 144A ,BLP563,CUSIP,124.27,136.697,-12.427000000000007
2022-10-31,Trustmind,Government Bond,BUONI POLIENNALI DEL TES 0.4% 05/15/2030 144A,BK5MSX9,CUSIP,114.33,125.763,-11.433000000000007
2022-10-31,Trustmind,Government Bond,JAPAN (30 YEAR ISSUE) 0.5 % 09/20/2046 ,BD8CPW5,CUSIP,98.11,107.921,-9.811000000000007
2022-10-31,Trustmind,Government Bond,SWEDEN I/L BOND 0.125 % 06/01/2026,BDCRN33,CUSIP,122.73,135.003,-12.272999999999982
2022-10-31,Trustmind,Government Bond,TSY INFL IX N/B 0.875% 01/15/2029,BJB9TW3,CUSIP,126.78,139.458,-12.677999999999997
2022-10-31,Trustmind,Government Bond,TSY INFL IX N/B 0.375% 07/15/2027 ,BYZ6DQ7,CUSIP,125.63,138.193,-12.563000000000017
2022-10-31,Trustmind,Government Bond,BUONI POLIENNALI DEL TES 3.5% 03/01/2030 144A,BMNDJV3,CUSIP,120.61,132.671,-12.060999999999993
2022-10-31,Trustmind,Government Bond,FRANCE (GOVT OF) 3.15 % 07/25/2032 REGS ,7453317,CUSIP,209.19,230.109,-20.91900000000001
2022-10-31,Trustmind,Government Bond,NETHERLANDS GOVERNMENT 0.5 % 07/15/2026 144A ,BZ571P2,CUSIP,104.59,115.049,-10.459000000000003
2022-10-31,Trustmind,Government Bond,FRANCE (GOVT OF) 0.1% 03/01/2028 REGS,BDCKIW3,CUSIP,119.98,131.978,-11.998000000000005
2022-10-31,Trustmind,Government Bond,UNITED KINGDOM GILT 3.5% 07/22/2068 REGS,BBJNQY2,CUSIP,196.47,216.117,-19.64699999999999
2022-10-31,Trustmind,Government Bond,UNITED KINGDOM I/L GILT 0.125% 03/22/2044 REGS,B7RN0G6,CUSIP,224.96,247.456,-22.49599999999998
2022-10-31,Trustmind,Government Bond,TSY INFL IX N/B 3.875% 04/15/2029,2407096,CUSIP,234.45,257.895,-23.444999999999993
2022-10-31,Trustmind,Government Bond,DEUTSCHLAND I/L BOND 0.5 % 4/15/2030 REGS,BLM7VX5,CUSIP,136.08,149.688,-13.607999999999976
2022-10-31,Trustmind,Government Bond,UNITED KINGDOM I/L GILT 0.125% 03/22/2046 REGS,BYMWG36,CUSIP,219.95,241.945,-21.995000000000005
2022-10-31,Trustmind,Government Bond,UNITED KINGDOM I/L GILT 4.125% 07/22/2030 REGS,893266,CUSIP,384.45,422.895,-38.44499999999999
2022-10-31,Trustmind,Government Bond,TSY INFL IX N/B 2% 01/15/2026,BZ56W67,CUSIP,161.49,177.639,-16.149
2022-10-31,Trustmind,Government Bond,SWEDEN I/L BOND 0.125 % 06/01/2032 144A ,BX3JD83,CUSIP,138.96,152.856,-13.895999999999987
2022-10-31,Trustmind,Government Bond,BONOS Y OBLIG DEL ESTADO 3.5% 07/30/2066 144A,BYZK819,CUSIP,150.26,165.286,-15.02600000000001
2022-10-31,Trustmind,Government Bond,FRANCE (GOVT OF) 0.1% 07/25/2047 0.0% 144A,BYX4Z34,CUSIP,151.71,166.881,-15.170999999999992
2022-10-31,Wallington,Government Bond,BONOS Y OBLIG DEL ESTADO 1.4% 04/30/2028 144A,BF5F9L8,CUSIP,108.18,118.998,-10.817999999999998
2022-10-31,Wallington,Government Bond,KINGDOM OF DENMARK 0.5 % 11/15/2029 144A ,BJK1TG4,CUSIP,104.56,115.016,-10.456000000000003
2022-10-31,Wallington,Government Bond,SINGAPORE GOVERNMENT 2.875% 09/01/2030 ,B61HV19,CUSIP,108.91,119.801,-10.891000000000005
2022-10-31,Wallington,Government Bond,UNITED KINGDOM I/L GILT 1.25% 11/22/2055 REGS,B0CNHZ0,CUSIP,452.36,497.596,-45.23599999999999
2022-10-31,Wallington,Government Bond,BUONI POLIENNALI DEL TES 5% 03/01/2025 144A,B66W7L1,CUSIP,115.56,127.116,-11.555999999999997
2022-10-31,Wallington,Government Bond,UNITED KINGDOM I/L GILT 4.125% 07/22/2030 REGS,893266,CUSIP,384.45,422.895,-38.44499999999999
2022-10-31,Wallington,Government Bond,UNITED KINGDOM I/L GILT 0.125% 08/10/2031 REGS,BNNGP55,CUSIP,142.8,157.08,-14.280000000000001
2022-10-31,Wallington,Government Bond,DEUTSCHLAND I/L BOND 0.1 % 4/15/2026 REGS,BWBXZW8,CUSIP,121.6,133.76,-12.159999999999997
2022-10-31,Wallington,Government Bond,NETHERLANDS GOVERNMENT 2.75 % 01/15/2047 144A ,BJZ2W85,CUSIP,162.56,178.816,-16.256
2022-10-31,Wallington,Government Bond,SWEDEN I/L BOND 3.5 % 12/01/2028 144A ,5681217,CUSIP,192.72,211.992,-19.27199999999999
2022-10-31,Wallington,Government Bond,UNITED KINGDOM GILT 4.25% 12/07/2040 REGS,B646050,CUSIP,152.57,167.827,-15.257000000000005
2022-10-31,Wallington,Government Bond,FRANCE (GOVT OF) 0.1% 07/25/2031 0.0% 144A,BN4Q1D4,CUSIP,122.53,134.783,-12.252999999999986
2022-10-31,Wallington,Government Bond,BUONI POLIENNALI DEL TES 1.3% 05/15/2028 144A,BYXYY37,CUSIP,124.45,136.895,-12.445000000000007
2022-10-31,Wallington,Government Bond,CANADIAN GOVERNMENT RRB 3.0% 12/01/2036,2740081,CUSIP,209.78,230.758,-20.97800000000001
2022-10-31,Wallington,Government Bond,FRANCE (GOVT OF) 0% 03/25/2025REGS ,BGRX2V8,CUSIP,101.74,111.914,-10.174000000000007
2022-10-31,Wallington,Government Bond,JAPAN (30 YEAR ISSUE) 0.6 % 06/20/2050 ,BMVQTR0,CUSIP,97.89,107.679,-9.789000000000001
2022-10-31,Wallington,Government Bond,TSY INFL IX N/B 0.125% 02/15/2051 ,BMT9GR0,CUSIP,125.76,138.336,-12.576000000000008
2022-10-31,Wallington,Government Bond,BUONI POLIENNALI DEL TES 2.6% 09/15/2023 144A,B1Z5FX4,CUSIP,135.04,148.544,-13.504000000000019
2022-10-31,Wallington,Government Bond,NETHERLANDS GOVERNMENT 0.75 % 07/15/2028 144A ,BFM0LR6,CUSIP,106.85,117.535,-10.685000000000002
2022-10-31,Wallington,Government Bond,UNITED KINGDOM I/L GILT 0.125% 11/22/2065 REGS,BD9MZZ7,CUSIP,326.34,358.974,-32.634000000000015
2022-10-31,Wallington,Government Bond,CANADIAN GOVERNMENT RRB 4.3% 12/01/2026,2210799,CUSIP,206.46,227.106,-20.645999999999987
2022-10-31,Wallington,Government Bond,BONOS Y OBLIG DEL ESTADO 5.75% 07/30/2032,7040582,CUSIP,153.58,168.938,-15.357999999999976
2022-10-31,Wallington,Government Bond,REPUBLIC OF AUSTRIA 4.15 % 03/15/2037 144A ,B1N0ZF3,CUSIP,157.37,173.107,-15.736999999999995
2022-10-31,Wallington,Government Bond,AUSTRALIAN GOVERNMENT 2% 08/21/2035 REGS,BDSTKV0,CUSIP,155.75,171.325,-15.574999999999989
2022-10-31,APPLEBEAD,Equities,TJX Companies,TJX,SYMBOL,70.96,78.056,-7.096000000000004
2022-10-31,APPLEBEAD,Equities,Sysco,SYY,SYMBOL,84.89,93.379,-8.489000000000004
2022-10-31,APPLEBEAD,Equities,Pentair,PNR,SYMBOL,42.44,46.684,-4.244
2022-10-31,APPLEBEAD,Equities,American Express,AXP,SYMBOL,146.89,161.579,-14.689000000000021
2022-10-31,APPLEBEAD,Equities,ConocoPhillips,COP,SYMBOL,121.63,133.793,-12.163000000000011
2022-10-31,APPLEBEAD,Equities,Quest Diagnostics,DGX,SYMBOL,141.57,155.727,-14.15700000000001
2022-10-31,APPLEBEAD,Equities,Wynn Resorts,WYNN,SYMBOL,63.59,69.949,-6.358999999999995
2022-10-31,APPLEBEAD,Equities,State Street Corporation,STT,SYMBOL,72.16,79.376,-7.216000000000008
2022-10-31,APPLEBEAD,Equities,Meta Platforms,META,SYMBOL,93.16,102.476,-9.316000000000003
2022-10-31,APPLEBEAD,Equities,Ansys,ANSS,SYMBOL,221.16,243.276,-22.116000000000014
2022-10-31,APPLEBEAD,Equities,Mohawk Industries,MHK,SYMBOL,94.75,104.225,-9.474999999999994
2022-10-31,APPLEBEAD,Equities,Alphabet Inc. (Class C),GOOG,SYMBOL,94.66,104.126,-9.466000000000008
2022-10-31,APPLEBEAD,Equities,TE Connectivity,TEL,SYMBOL,120.04,132.044,-12.004000000000005
2022-10-31,APPLEBEAD,Equities,Newell Brands,NWL,SYMBOL,13.25,14.575,-1.3249999999999993
2022-10-31,APPLEBEAD,Equities,Marsh McLennan,MMC,SYMBOL,159.79,175.769,-15.979000000000013
2022-10-31,APPLEBEAD,Equities,Southern Company,SO,SYMBOL,62.87,69.157,-6.286999999999999
2022-10-31,APPLEBEAD,Equities,Charles River Laboratories,CRL,SYMBOL,212.25,233.475,-21.224999999999994
2022-10-31,APPLEBEAD,Equities,W. W. Grainger,GWW,SYMBOL,578.0,635.8,-57.799999999999955
2022-10-31,APPLEBEAD,Equities,Qorvo,QRVO,SYMBOL,86.08,94.688,-8.608000000000004
2022-10-31,APPLEBEAD,Equities,Moody's Corporation,MCO,SYMBOL,262.28,288.508,-26.22800000000001
2022-10-31,APPLEBEAD,Equities,eBay,EBAY,SYMBOL,39.19,43.109,-3.919000000000004
2022-10-31,APPLEBEAD,Equities,Regeneron,REGN,SYMBOL,748.75,823.625,-74.875
2022-10-31,APPLEBEAD,Equities,Avery Dennison,AVY,SYMBOL,167.37,184.107,-16.736999999999995
2022-10-31,APPLEBEAD,Equities,BNY Mellon,BK,SYMBOL,41.04,45.144,-4.103999999999999
2022-10-31,APPLEBEAD,Equities,International Flavors & Fragrances,IFF,SYMBOL,94.91,104.401,-9.491
2022-10-31,APPLEBEAD,Equities,Copart,CPRT,SYMBOL,28.76,31.636,-2.8759999999999977
2022-10-31,APPLEBEAD,Equities,Lennar,LEN,SYMBOL,79.88,87.868,-7.9879999999999995
2022-10-31,APPLEBEAD,Equities,"Tapestry, Inc.",TPR,SYMBOL,30.99,34.089,-3.099
2022-10-31,APPLEBEAD,Equities,Arch Capital Group,ACGL,SYMBOL,57.5,63.25,-5.75
2022-10-31,APPLEBEAD,Equities,Halliburton,HAL,SYMBOL,35.96,39.556,-3.5959999999999965
2022-10-31,APPLEBEAD,Equities,PTC,PTC,SYMBOL,117.83,129.613,-11.783000000000001
2022-10-31,APPLEBEAD,Equities,Rockwell Automation,ROK,SYMBOL,251.0,276.1,-25.100000000000023
2022-10-31,APPLEBEAD,Equities,Eli Lilly and Company,LLY,SYMBOL,358.26,394.086,-35.82600000000002
2022-10-31,APPLEBEAD,Equities,Live Nation Entertainment,LYV,SYMBOL,79.61,87.571,-7.9609999999999985
2022-10-31,APPLEBEAD,Equities,AutoZone,AZO,SYMBOL,2532.88,2786.168,-253.288
2022-10-31,APPLEBEAD,Equities,Edwards Lifesciences,EW,SYMBOL,72.43,79.673,-7.242999999999995
2022-10-31,APPLEBEAD,Equities,Conagra Brands,CAG,SYMBOL,35.35,38.885,-3.5349999999999966
2022-10-31,APPLEBEAD,Equities,Campbell Soup Company,CPB,SYMBOL,51.79,56.969,-5.179000000000002
2022-10-31,APPLEBEAD,Equities,Enphase,ENPH,SYMBOL,307.0,337.7,-30.69999999999999
2022-10-31,APPLEBEAD,Equities,Darden Restaurants,DRI,SYMBOL,139.72,153.692,-13.972000000000008
2022-10-31,APPLEBEAD,Equities,IDEX Corporation,IEX,SYMBOL,220.41,242.451,-22.040999999999997
2022-10-31,APPLEBEAD,Equities,Alexandria Real Estate Equities,ARE,SYMBOL,141.09,155.199,-14.109000000000009
2022-10-31,APPLEBEAD,Equities,Waters Corporation,WAT,SYMBOL,299.17,329.087,-29.916999999999973
2022-10-31,APPLEBEAD,Equities,LyondellBasell,LYB,SYMBOL,72.51,79.761,-7.250999999999991
2022-10-31,APPLEBEAD,Equities,Truist,TFC,SYMBOL,42.27,46.497,-4.226999999999997
2022-10-31,APPLEBEAD,Equities,Schlumberger,SLB,SYMBOL,51.33,56.463,-5.133000000000003
2022-10-31,APPLEBEAD,Equities,Delta Air Lines,DAL,SYMBOL,33.86,37.246,-3.386000000000003
2022-10-31,APPLEBEAD,Equities,Hologic,HOLX,SYMBOL,67.8,74.58,-6.780000000000001
2022-10-31,APPLEBEAD,Equities,SolarEdge,SEDG,SYMBOL,230.03,253.033,-23.002999999999986
2022-10-31,APPLEBEAD,Equities,Extra Space Storage,EXR,SYMBOL,170.88,187.968,-17.087999999999994
2022-10-31,APPLEBEAD,Equities,Broadridge Financial Solutions,BR,SYMBOL,147.84,162.624,-14.783999999999992
2022-10-31,APPLEBEAD,Equities,Old Dominion,ODFL,SYMBOL,273.65,301.015,-27.36500000000001
2022-10-31,APPLEBEAD,Equities,Xylem Inc.,XYL,SYMBOL,101.5,111.65,-10.150000000000006
2022-10-31,APPLEBEAD,Equities,PepsiCo,PEP,SYMBOL,178.0,195.8,-17.80000000000001
2022-10-31,APPLEBEAD,Equities,Cisco,CSCO,SYMBOL,44.4,48.84,-4.440000000000005
2022-10-31,APPLEBEAD,Equities,Fox Corporation (Class A),FOXA,SYMBOL,28.67,31.537,-2.8669999999999973
2022-10-31,APPLEBEAD,Equities,Best Buy,BBY,SYMBOL,66.08,72.688,-6.608000000000004
2022-10-31,APPLEBEAD,Equities,TJX Companies,TJX,SYMBOL,70.96,78.056,-7.096000000000004
2022-10-31,APPLEBEAD,Equities,Sysco,SYY,SYMBOL,84.89,93.379,-8.489000000000004
2022-10-31,APPLEBEAD,Equities,Pentair,PNR,SYMBOL,42.44,46.684,-4.244
2022-10-31,APPLEBEAD,Equities,American Express,AXP,SYMBOL,146.89,161.579,-14.689000000000021
2022-10-31,APPLEBEAD,Equities,ConocoPhillips,COP,SYMBOL,121.63,133.793,-12.163000000000011
2022-10-31,APPLEBEAD,Equities,Quest Diagnostics,DGX,SYMBOL,141.57,155.727,-14.15700000000001
2022-10-31,APPLEBEAD,Equities,Wynn Resorts,WYNN,SYMBOL,63.59,69.949,-6.358999999999995
2022-10-31,APPLEBEAD,Equities,State Street Corporation,STT,SYMBOL,72.16,79.376,-7.216000000000008
2022-10-31,APPLEBEAD,Equities,Meta Platforms,META,SYMBOL,93.16,102.476,-9.316000000000003
2022-10-31,APPLEBEAD,Equities,Ansys,ANSS,SYMBOL,221.16,243.276,-22.116000000000014
2022-10-31,APPLEBEAD,Equities,Mohawk Industries,MHK,SYMBOL,94.75,104.225,-9.474999999999994
2022-10-31,APPLEBEAD,Equities,Alphabet Inc. (Class C),GOOG,SYMBOL,94.66,104.126,-9.466000000000008
2022-10-31,APPLEBEAD,Equities,TE Connectivity,TEL,SYMBOL,120.04,132.044,-12.004000000000005
2022-10-31,APPLEBEAD,Equities,Newell Brands,NWL,SYMBOL,13.25,14.575,-1.3249999999999993
2022-10-31,APPLEBEAD,Equities,Marsh McLennan,MMC,SYMBOL,159.79,175.769,-15.979000000000013
2022-10-31,APPLEBEAD,Equities,Southern Company,SO,SYMBOL,62.87,69.157,-6.286999999999999
2022-10-31,APPLEBEAD,Equities,Charles River Laboratories,CRL,SYMBOL,212.25,233.475,-21.224999999999994
2022-10-31,APPLEBEAD,Equities,W. W. Grainger,GWW,SYMBOL,578.0,635.8,-57.799999999999955
2022-10-31,APPLEBEAD,Equities,Qorvo,QRVO,SYMBOL,86.08,94.688,-8.608000000000004
2022-10-31,APPLEBEAD,Equities,Moody's Corporation,MCO,SYMBOL,262.28,288.508,-26.22800000000001
2022-10-31,APPLEBEAD,Equities,eBay,EBAY,SYMBOL,39.19,43.109,-3.919000000000004
2022-10-31,APPLEBEAD,Equities,Regeneron,REGN,SYMBOL,748.75,823.625,-74.875
2022-10-31,APPLEBEAD,Equities,Avery Dennison,AVY,SYMBOL,167.37,184.107,-16.736999999999995
2022-10-31,APPLEBEAD,Equities,BNY Mellon,BK,SYMBOL,41.04,45.144,-4.103999999999999
2022-10-31,APPLEBEAD,Equities,International Flavors & Fragrances,IFF,SYMBOL,94.91,104.401,-9.491
2022-10-31,APPLEBEAD,Equities,Copart,CPRT,SYMBOL,28.76,31.636,-2.8759999999999977
2022-10-31,APPLEBEAD,Equities,Lennar,LEN,SYMBOL,79.88,87.868,-7.9879999999999995
2022-10-31,APPLEBEAD,Equities,"Tapestry, Inc.",TPR,SYMBOL,30.99,34.089,-3.099
2022-10-31,APPLEBEAD,Equities,Arch Capital Group,ACGL,SYMBOL,57.5,63.25,-5.75
2022-10-31,APPLEBEAD,Equities,Halliburton,HAL,SYMBOL,35.96,39.556,-3.5959999999999965
2022-10-31,APPLEBEAD,Equities,PTC,PTC,SYMBOL,117.83,129.613,-11.783000000000001
2022-10-31,APPLEBEAD,Equities,Rockwell Automation,ROK,SYMBOL,251.0,276.1,-25.100000000000023
2022-10-31,APPLEBEAD,Equities,Eli Lilly and Company,LLY,SYMBOL,358.26,394.086,-35.82600000000002
2022-10-31,APPLEBEAD,Equities,Live Nation Entertainment,LYV,SYMBOL,79.61,87.571,-7.9609999999999985
2022-10-31,APPLEBEAD,Equities,AutoZone,AZO,SYMBOL,2532.88,2786.168,-253.288
2022-10-31,APPLEBEAD,Equities,Edwards Lifesciences,EW,SYMBOL,72.43,79.673,-7.242999999999995
2022-10-31,APPLEBEAD,Equities,Conagra Brands,CAG,SYMBOL,35.35,38.885,-3.5349999999999966
2022-10-31,APPLEBEAD,Equities,Campbell Soup Company,CPB,SYMBOL,51.79,56.969,-5.179000000000002
2022-10-31,APPLEBEAD,Equities,Enphase,ENPH,SYMBOL,307.0,337.7,-30.69999999999999
2022-10-31,APPLEBEAD,Equities,Darden Restaurants,DRI,SYMBOL,139.72,153.692,-13.972000000000008
2022-10-31,APPLEBEAD,Equities,IDEX Corporation,IEX,SYMBOL,220.41,242.451,-22.040999999999997
2022-10-31,APPLEBEAD,Equities,Alexandria Real Estate Equities,ARE,SYMBOL,141.09,155.199,-14.109000000000009
2022-10-31,APPLEBEAD,Equities,Waters Corporation,WAT,SYMBOL,299.17,329.087,-29.916999999999973
2022-10-31,APPLEBEAD,Equities,LyondellBasell,LYB,SYMBOL,72.51,79.761,-7.250999999999991
2022-10-31,APPLEBEAD,Equities,Truist,TFC,SYMBOL,42.27,46.497,-4.226999999999997
2022-10-31,APPLEBEAD,Equities,Schlumberger,SLB,SYMBOL,51.33,56.463,-5.133000000000003
2022-10-31,APPLEBEAD,Equities,Delta Air Lines,DAL,SYMBOL,33.86,37.246,-3.386000000000003
2022-10-31,APPLEBEAD,Equities,Hologic,HOLX,SYMBOL,67.8,74.58,-6.780000000000001
2022-10-31,APPLEBEAD,Equities,SolarEdge,SEDG,SYMBOL,230.03,253.033,-23.002999999999986
2022-10-31,APPLEBEAD,Equities,Extra Space Storage,EXR,SYMBOL,170.88,187.968,-17.087999999999994
2022-10-31,APPLEBEAD,Equities,Broadridge Financial Solutions,BR,SYMBOL,147.84,162.624,-14.783999999999992
2022-10-31,APPLEBEAD,Equities,Old Dominion,ODFL,SYMBOL,273.65,301.015,-27.36500000000001
2022-10-31,APPLEBEAD,Equities,Xylem Inc.,XYL,SYMBOL,101.5,111.65,-10.150000000000006
2022-10-31,APPLEBEAD,Equities,PepsiCo,PEP,SYMBOL,178.0,195.8,-17.80000000000001
2022-10-31,APPLEBEAD,Equities,Cisco,CSCO,SYMBOL,44.4,48.84,-4.440000000000005
2022-10-31,APPLEBEAD,Equities,Fox Corporation (Class A),FOXA,SYMBOL,28.67,31.537,-2.8669999999999973
2022-10-31,APPLEBEAD,Equities,Best Buy,BBY,SYMBOL,66.08,72.688,-6.608000000000004
2022-10-31,Applebead,Equities,TJX Companies,TJX,SYMBOL,70.96,78.056,-7.096000000000004
2022-10-31,Applebead,Equities,Sysco,SYY,SYMBOL,84.89,93.379,-8.489000000000004
2022-10-31,Applebead,Equities,Pentair,PNR,SYMBOL,42.44,46.684,-4.244
2022-10-31,Applebead,Equities,American Express,AXP,SYMBOL,146.89,161.579,-14.689000000000021
2022-10-31,Applebead,Equities,ConocoPhillips,COP,SYMBOL,121.63,133.793,-12.163000000000011
2022-10-31,Applebead,Equities,Quest Diagnostics,DGX,SYMBOL,141.57,155.727,-14.15700000000001
2022-10-31,Applebead,Equities,Wynn Resorts,WYNN,SYMBOL,63.59,69.949,-6.358999999999995
2022-10-31,Applebead,Equities,State Street Corporation,STT,SYMBOL,72.16,79.376,-7.216000000000008
2022-10-31,Applebead,Equities,Meta Platforms,META,SYMBOL,93.16,102.476,-9.316000000000003
2022-10-31,Applebead,Equities,Ansys,ANSS,SYMBOL,221.16,243.276,-22.116000000000014
2022-10-31,Applebead,Equities,Mohawk Industries,MHK,SYMBOL,94.75,104.225,-9.474999999999994
2022-10-31,Applebead,Equities,Alphabet Inc. (Class C),GOOG,SYMBOL,94.66,104.126,-9.466000000000008
2022-10-31,Applebead,Equities,TE Connectivity,TEL,SYMBOL,120.04,132.044,-12.004000000000005
2022-10-31,Applebead,Equities,Newell Brands,NWL,SYMBOL,13.25,14.575,-1.3249999999999993
2022-10-31,Applebead,Equities,Marsh McLennan,MMC,SYMBOL,159.79,175.769,-15.979000000000013
2022-10-31,Applebead,Equities,Southern Company,SO,SYMBOL,62.87,69.157,-6.286999999999999
2022-10-31,Applebead,Equities,Charles River Laboratories,CRL,SYMBOL,212.25,233.475,-21.224999999999994
2022-10-31,Applebead,Equities,W. W. Grainger,GWW,SYMBOL,578.0,635.8,-57.799999999999955
2022-10-31,Applebead,Equities,Qorvo,QRVO,SYMBOL,86.08,94.688,-8.608000000000004
2022-10-31,Applebead,Equities,Moody's Corporation,MCO,SYMBOL,262.28,288.508,-26.22800000000001
2022-10-31,Applebead,Equities,eBay,EBAY,SYMBOL,39.19,43.109,-3.919000000000004
2022-10-31,Applebead,Equities,Regeneron,REGN,SYMBOL,748.75,823.625,-74.875
2022-10-31,Applebead,Equities,Avery Dennison,AVY,SYMBOL,167.37,184.107,-16.736999999999995
2022-10-31,Applebead,Equities,BNY Mellon,BK,SYMBOL,41.04,45.144,-4.103999999999999
2022-10-31,Applebead,Equities,International Flavors & Fragrances,IFF,SYMBOL,94.91,104.401,-9.491
2022-10-31,Applebead,Equities,Copart,CPRT,SYMBOL,28.76,31.636,-2.8759999999999977
2022-10-31,Applebead,Equities,Lennar,LEN,SYMBOL,79.88,87.868,-7.9879999999999995
2022-10-31,Applebead,Equities,"Tapestry, Inc.",TPR,SYMBOL,30.99,34.089,-3.099
2022-10-31,Applebead,Equities,Arch Capital Group,ACGL,SYMBOL,57.5,63.25,-5.75
